4.776625908140119429e-16,6.585978768775871961e-01,6.585978768775873071e-01,1.060062046942541126e-15,4.244807747741615768e-03,4.244807747741646993e-03,1.468024456446197223e-01,1.468024456446197223e-01,5.683946375288917441e-01,5.683946375288917441e-01
8.197866430152244515e-16,7.395836866497152995e-01,7.395836866497152995e-01,1.384859095487904110e-15,1.927283977265461523e-01,1.927283977265464299e-01,2.045897562957801896e-01,2.045897562957801896e-01,2.174714774707004195e-01,2.174714774707006137e-01
9.392098024649749378e-16,8.624845564848504509e-02,8.624845564848493407e-02,1.018385334842530564e-15,3.302774116594963671e-01,3.302774116594963116e-01,7.441068964274490938e-01,7.441068964274490938e-01,4.343786395466636696e-01,4.343786395466638361e-01
5.148319023203360201e-16,7.327380694938693262e-01,7.327380694938695482e-01,4.814682852853800420e-15,6.654269084223208841e-01,6.654269084223208841e-01,1.055443507386171487e-01,1.055443507386171764e-01,7.265727707478849551e-01,7.265727707478848441e-01
5.903744718533463106e-16,5.147952343308143108e-01,5.147952343308140888e-01,2.123786949862355112e-15,3.152083270401961901e-01,3.152083270401960791e-01,1.484419298423290123e-01,1.484419298423291789e-01,7.628123421908924451e-01,7.628123421908924451e-01
9.352817592159950888e-16,3.990932988419800265e-01,3.990932988419800820e-01,2.075344822215974807e-15,3.727047274754854422e-01,3.727047274754854422e-01,3.048647635581999693e-01,3.048647635582000248e-01,2.029412040516317683e-01,2.029412040516316851e-01
6.791448741149504618e-16,5.621376370270058098e-01,5.621376370270055878e-01,1.093937086095836576e-15,3.129449869715238419e-01,3.129449869715241195e-01,3.355032122146656137e-01,3.355032122146657247e-01,1.730847661074129684e-01,1.730847661074129962e-01
6.963093001085895594e-16,4.222417640705986575e-01,4.222417640705983244e-01,1.448871571440738803e-15,2.415233105572698324e-01,2.415233105572696659e-01,2.007918702221324070e-01,2.007918702221324070e-01,1.382306770682366626e-01,1.382306770682366348e-01
6.989759874803725520e-16,6.476590094747933790e-01,6.476590094747933790e-01,9.195212487981049082e-16,5.440655000008943754e-01,5.440655000008943754e-01,2.566631188810331587e-01,2.566631188810332143e-01,5.739103122041103733e-01,5.739103122041104843e-01
1.382490633068494773e-15,8.377278825949932561e-02,8.377278825949974195e-02,1.982729158239474593e-15,7.321040725546638095e-01,7.321040725546639205e-01,4.016551478908493289e-01,4.016551478908493289e-01,3.831273659678906540e-01,3.831273659678905985e-01
6.890264026289659718e-16,2.490691869995079744e-01,2.490691869995079744e-01,1.585637148509452433e-15,5.344873985233818958e-01,5.344873985233820068e-01,3.082064150403449609e-01,3.082064150403450720e-01,7.395510066179162845e-01,7.395510066179165065e-01
4.940131068078396833e-16,7.275930769161004230e-02,7.275930769161019496e-02,1.387800649187384590e-15,7.389665877478240885e-01,7.389665877478239775e-01,4.015475468040072826e-01,4.015475468040071716e-01,2.384183663396373214e-03,2.384183663396083515e-03
9.581745447305800566e-16,3.627979890920615125e-01,3.627979890920617345e-01,2.435016963659154609e-15,3.726944064090938480e-01,3.726944064090939590e-01,4.685307613302859830e-01,4.685307613302859830e-01,4.634062783100078020e-01,4.634062783100076910e-01
5.835748115104656559e-16,1.066753096677374446e-01,1.066753096677375418e-01,2.097311396893301968e-15,3.216097930149291462e-01,3.216097930149290907e-01,4.713474949597272201e-01,4.713474949597272756e-01,5.551508650185287275e-01,5.551508650185287275e-01
1.395318107150288994e-15,4.030680674641892169e-01,4.030680674641892169e-01,1.470793651491152724e-15,5.472015810095025579e-01,5.472015810095024468e-01,1.520652330543236230e-01,1.520652330543237063e-01,6.068736222656148094e-01,6.068736222656146984e-01
1.227073395017020876e-15,5.014073444477352703e-01,5.014073444477360475e-01,3.561140644057144770e-15,5.696627724718297259e-01,5.696627724718296149e-01,1.222250497964666449e-01,1.222250497964667143e-01,4.199958806033892156e-01,4.199958806033892156e-01
1.042999279611961607e-15,4.816496235877305576e-01,4.816496235877303356e-01,2.109765932359411879e-15,4.064724390942840992e-01,4.064724390942841548e-01,3.062878865089758706e-01,3.062878865089757596e-01,2.853172187378343327e-01,2.853172187378342772e-01
7.765085426389619269e-16,6.066074921928168440e-01,6.066074921928168440e-01,1.477807245985447951e-15,5.995275916252792436e-01,5.995275916252793547e-01,4.583750636544118295e-01,4.583750636544119406e-01,1.009784965211369123e-01,1.009784965211369956e-01
1.208576079186128579e-15,2.187607628251630743e-01,2.187607628251634628e-01,4.797337574651504536e-15,2.158582414550481998e-01,2.158582414550481721e-01,3.800059362432121612e-01,3.800059362432124388e-01,6.730992336877877902e-01,6.730992336877877902e-01
6.552205086264077148e-16,3.068105596961969717e-01,3.068105596961966386e-01,2.093831829427052703e-15,6.961698267573872556e-01,6.961698267573871446e-01,7.226262265496553594e-01,7.226262265496551374e-01,5.096511871789184411e-01,5.096511871789184411e-01
7.689270164224706297e-16,2.925500850822956855e-01,2.925500850822963517e-01,1.563478037225524796e-15,7.302049188134415170e-01,7.302049188134426272e-01,3.477952617648067957e-01,3.477952617648068512e-01,6.010811724405313861e-01,6.010811724405313861e-01
5.125040506350094673e-16,6.187941250291849604e-01,6.187941250291847384e-01,1.433451032103192574e-15,1.384386706402762346e-01,1.384386706402762623e-01,4.607153486500419337e-01,4.607153486500419892e-01,2.000650328380762788e-01,2.000650328380765008e-01
1.247742203903948804e-15,5.311782530981150607e-01,5.311782530981149497e-01,3.103003106297859961e-15,6.093436786571203578e-01,6.093436786571203578e-01,7.048913267695683382e-01,7.048913267695684493e-01,5.882063406532848093e-01,5.882063406532848093e-01
1.113940200941102654e-15,5.011378683404966727e-01,5.011378683404966727e-01,1.344831879307776587e-15,1.485565762098332021e-01,1.485565762098325637e-01,4.950857632799347541e-01,4.950857632799348651e-01,5.698905805633606159e-01,5.698905805633606159e-01
3.356156525456219091e-15,6.174597928439725658e-01,6.174597928439717887e-01,4.440192052965712812e-15,3.653911656334958291e-01,3.653911656334962732e-01,5.177543896221927788e-01,5.177543896221927788e-01,2.892226900569225267e-01,2.892226900569224712e-01
8.988725141689787107e-16,4.208982031541743662e-01,4.208982031541737556e-01,1.739099498118380067e-15,2.143911650068423824e-01,2.143911650068422992e-01,1.736965472717707237e-01,1.736965472717705017e-01,2.452237864010146096e-01,2.452237864010146651e-01
1.301675282500174085e-15,1.421830331221405896e-01,1.421830331221397570e-01,2.147266992610957262e-15,5.894836133222814967e-01,5.894836133222816077e-01,3.709762917806038174e-01,3.709762917806038174e-01,1.943992089600069806e-01,1.943992089600069251e-01
9.936166430549997123e-16,6.108733908948406066e-01,6.108733908948410507e-01,2.430448744506728540e-15,7.139088095956770408e-01,7.139088095956774849e-01,1.153456111142986684e-01,1.153456111142986545e-01,7.109996105142655232e-01,7.109996105142655232e-01
2.372612307478645624e-15,5.806277914287667485e-01,5.806277914287669706e-01,2.905189771241395521e-15,1.474704151824032805e-01,1.474704151824028919e-01,5.700827649267816710e-01,5.700827649267807828e-01,1.654322454398780562e-01,1.654322454398778897e-01
1.885507708523959760e-15,3.162587209343156180e-01,3.162587209343157846e-01,2.472280760501396317e-15,4.145074240894333073e-01,4.145074240894331408e-01,7.426364060511823073e-01,7.426364060511823073e-01,4.054055245751432279e-01,4.054055245751432834e-01
1.410172248089081867e-15,3.708253167545467188e-01,3.708253167545465523e-01,2.393283535097534629e-15,9.927356716052278263e-02,9.927356716052262997e-02,1.625256971036278808e-01,1.625256971036278808e-01,2.857862700156904023e-01,2.857862700156894031e-01
1.505736851182925981e-15,6.937795442613312602e-01,6.937795442613309271e-01,2.103758921193087717e-15,6.856622296154460949e-01,6.856622296154462060e-01,7.157600230052819645e-01,7.157600230052818535e-01,1.441331729588240856e-03,1.441331729587990622e-03
3.632963533622674029e-15,7.120695595818348211e-01,7.120695595818350432e-01,6.212645087005757525e-15,7.071610301113598895e-01,7.071610301113593344e-01,7.352777592746179147e-01,7.352777592746179147e-01,6.797476405141599232e-01,6.797476405141598121e-01
1.609409063413729527e-15,4.235307170365171792e-01,4.235307170365167906e-01,2.924558636900699398e-15,7.214690695936826215e-01,7.214690695936829545e-01,5.699924555617730260e-01,5.699924555617732480e-01,1.421424878400616709e-01,1.421424878400615044e-01
3.229641661259925106e-15,4.351373970575747596e-01,4.351373970575745931e-01,5.888345748246682780e-15,3.915343712156111322e-01,3.915343712156112432e-01,4.834497552263822447e-03,4.834497552263914387e-03,2.393088602934498044e-01,2.393088602934499154e-01
1.647548957907936846e-15,3.761678463405106476e-01,3.761678463405113138e-01,2.616710108714418088e-15,2.703797921275258309e-01,2.703797921275259419e-01,3.044611399486010089e-02,3.044611399486037151e-02,4.658111770827290110e-01,4.658111770827289555e-01
2.076763998926410712e-15,6.375026751947548975e-01,6.375026751947546755e-01,3.942182964382728128e-15,1.222225446365114848e-01,1.222225446365115681e-01,2.411325206907574958e-01,2.411325206907578567e-01,5.397061022606485237e-01,5.397061022606485237e-01
2.537612601060906448e-15,6.790287638124256064e-01,6.790287638124261616e-01,4.247969973566588739e-15,3.175633028459870499e-01,3.175633028459867724e-01,7.396040844674327541e-01,7.396040844674326431e-01,2.274487191349544579e-01,2.274487191349544579e-01
7.908246733334058755e-15,6.848790892011608067e-01,6.848790892011604736e-01,1.392956677865272285e-14,6.879727470923235888e-01,6.879727470923248100e-01,7.645632984742105620e-01,7.645632984742097848e-01,3.285672903021247815e-01,3.285672903021250035e-01
5.634057820184078606e-15,7.470982794697174079e-01,7.470982794697165197e-01,9.347339098024776222e-15,5.866058250908429139e-01,5.866058250908434690e-01,6.409646566802428280e-01,6.409646566802432721e-01,5.216417203610810294e-01,5.216417203610815845e-01
3.966030270558060151e-15,7.282990200484770194e-01,7.282990200484761312e-01,7.782390104590654368e-15,5.042658297577671256e-01,5.042658297577680138e-01,5.948241995386608361e-01,5.948241995386626124e-01,7.427707056865821000e-01,7.427707056865823221e-01
4.491811774802805668e-15,7.472092789595271567e-01,7.472092789595266016e-01,6.833419084137993428e-15,9.084991988426935339e-02,9.084991988426945053e-02,9.696578484712685408e-02,9.696578484712707613e-02,5.393070858806872092e-01,5.393070858806872092e-01
5.044961595714654680e-15,7.232881010245695297e-01,7.232881010245699738e-01,8.433821612757467981e-15,3.623628698690631866e-01,3.623628698690629091e-01,4.902807478032226163e-01,4.902807478032221722e-01,6.591069801440034570e-02,6.591069801440103959e-02
3.067030935390421355e-15,5.011484851661759388e-01,5.011484851661762718e-01,4.601899807665073610e-15,5.075362370214512309e-01,5.075362370214517860e-01,2.749171291335306133e-01,2.749171291335307798e-01,6.291230704739113611e-01,6.291230704739115831e-01
1.188620087436100254e-14,6.789880104478654976e-01,6.789880104478660527e-01,1.706366753924132830e-14,7.291795698464027531e-01,7.291795698464034192e-01,7.335447177539200503e-01,7.335447177539203834e-01,6.589652828486216585e-01,6.589652828486213254e-01
3.881658394967096160e-15,6.139895271026499790e-01,6.139895271026496459e-01,5.787164903002982697e-15,1.104551848441671369e-01,1.104551848441663875e-01,2.272806798098934433e-01,2.272806798098934988e-01,5.900658318264799806e-01,5.900658318264797586e-01
8.883066870793599565e-15,4.277152631277050254e-01,4.277152631277047479e-01,1.178722323776466251e-14,5.706108525798574416e-01,5.706108525798571085e-01,6.921931522252449120e-01,6.921931522252449120e-01,3.032185346745501220e-01,3.032185346745501775e-01
