5.000000000000000278e-02,1.000000000000000056e-01,2.223976323257882137e-01
2.500000000000000139e-02,5.000000000000000278e-02,1.993782449673152379e-01
1.666666666666666644e-02,3.333333333333333287e-02,1.804480703234830341e-01
1.250000000000000069e-02,2.500000000000000139e-02,1.652851210398748882e-01
1.000000000000000021e-02,2.000000000000000042e-02,1.528963695028876801e-01
8.333333333333333218e-03,1.666666666666666644e-02,1.424935752080560558e-01
7.142857142857142634e-03,1.428571428571428527e-02,1.335730312117645591e-01
6.250000000000000347e-03,1.250000000000000069e-02,1.259621494589395763e-01
5.555555555555555768e-03,1.111111111111111154e-02,1.195206836581689247e-01
5.000000000000000104e-03,1.000000000000000021e-02,1.136814160570499971e-01
4.545454545454545234e-03,9.090909090909090468e-03,1.083700539467008228e-01
4.166666666666666609e-03,8.333333333333333218e-03,1.035214480090286687e-01
3.846153846153846367e-03,7.692307692307692735e-03,9.910916124531241045e-02
3.571428571428571317e-03,7.142857142857142634e-03,9.517366703488920610e-02
3.333333333333333547e-03,6.666666666666667095e-03,9.157844430380547573e-02
3.125000000000000173e-03,6.250000000000000347e-03,8.821892111362077127e-02
2.941176470588235253e-03,5.882352941176470507e-03,8.507701740120882095e-02
2.777777777777777884e-03,5.555555555555555768e-03,8.219657339517898176e-02
2.631578947368420993e-03,5.263157894736841987e-03,7.953000520990226307e-02
2.500000000000000052e-03,5.000000000000000104e-03,7.703559364091593087e-02
2.380952380952381167e-03,4.761904761904762334e-03,7.470130152617390773e-02
2.272727272727272617e-03,4.545454545454545234e-03,7.247731368241937255e-02
2.173913043478260896e-03,4.347826086956521792e-03,7.040562711209515101e-02
2.083333333333333304e-03,4.166666666666666609e-03,6.846628674291932448e-02
2.000000000000000042e-03,4.000000000000000083e-03,6.661627874759940005e-02
1.923076923076923184e-03,3.846153846153846367e-03,6.488318483873385667e-02
1.851851851851851923e-03,3.703703703703703845e-03,6.322817083180945485e-02
1.785714285714285659e-03,3.571428571428571317e-03,6.166756198078624657e-02
1.724137931034482735e-03,3.448275862068965469e-03,6.017809031242158518e-02
1.666666666666666774e-03,3.333333333333333547e-03,5.876985525970521845e-02
1.612903225806451612e-03,3.225806451612903223e-03,5.741589785371712523e-02
1.562500000000000087e-03,3.125000000000000173e-03,5.612947512700275365e-02
1.515151515151515150e-03,3.030303030303030300e-03,5.490515656063440358e-02
1.470588235294117627e-03,2.941176470588235253e-03,5.373370226125370047e-02
1.428571428571428570e-03,2.857142857142857140e-03,5.260331592800384509e-02
1.388888888888888942e-03,2.777777777777777884e-03,5.152405832263075303e-02
1.351351351351351426e-03,2.702702702702702853e-03,5.049909123989423931e-02
1.315789473684210497e-03,2.631578947368420993e-03,4.950789372277696054e-02
1.282051282051282050e-03,2.564102564102564100e-03,4.854865719035766219e-02
1.250000000000000026e-03,2.500000000000000052e-03,4.763530180582804807e-02
1.219512195121951218e-03,2.439024390243902437e-03,4.675873361976104481e-02
1.190476190476190584e-03,2.380952380952381167e-03,4.594261924286691806e-02
1.162790697674418589e-03,2.325581395348837177e-03,4.508332012133266925e-02
1.136363636363636308e-03,2.272727272727272617e-03,4.430094645151325811e-02
1.111111111111111110e-03,2.222222222222222220e-03,4.354160607651858667e-02
1.086956521739130448e-03,2.173913043478260896e-03,4.280342753548254525e-02
1.063829787234042571e-03,2.127659574468085141e-03,4.209053555901334787e-02
1.041666666666666652e-03,2.083333333333333304e-03,4.140822109917947913e-02
1.020408163265306214e-03,2.040816326530612429e-03,4.078121355732947095e-02
1.000000000000000021e-03,2.000000000000000042e-03,4.009676422746784319e-02
9.803921568627450844e-04,1.960784313725490169e-03,3.947529806182479423e-02
9.615384615384615918e-04,1.923076923076923184e-03,3.887384543684275356e-02
9.433962264150943470e-04,1.886792452830188694e-03,3.828721192510188553e-02
9.259259259259259613e-04,1.851851851851851923e-03,3.771883659845008674e-02
9.090909090909090901e-04,1.818181818181818180e-03,3.716878184748619030e-02
8.928571428571428293e-04,1.785714285714285659e-03,3.663446255997119400e-02
8.771929824561403672e-04,1.754385964912280734e-03,3.611374583573193076e-02
8.620689655172413673e-04,1.724137931034482735e-03,3.560922668433822574e-02
8.474576271186440432e-04,1.694915254237288086e-03,3.511889856212151856e-02
8.333333333333333868e-04,1.666666666666666774e-03,3.464095958248260276e-02
8.196721311475409829e-04,1.639344262295081966e-03,3.417737817971057412e-02
8.064516129032258058e-04,1.612903225806451612e-03,3.372461240427786222e-02
7.936507936507936501e-04,1.587301587301587300e-03,3.328475246410499827e-02
7.812500000000000434e-04,1.562500000000000087e-03,3.285647070529642416e-02
7.692307692307692301e-04,1.538461538461538460e-03,3.243923167187200141e-02
7.575757575757575751e-04,1.515151515151515150e-03,3.203095110729926864e-02
7.462686567164179179e-04,1.492537313432835836e-03,3.163410661052698525e-02
7.352941176470588133e-04,1.470588235294117627e-03,3.124834788526414942e-02
7.246376811594202987e-04,1.449275362318840597e-03,3.087017880366879977e-02
7.142857142857142851e-04,1.428571428571428570e-03,3.050046549203693641e-02
7.042253521126760939e-04,1.408450704225352188e-03,3.014192946208522211e-02
6.944444444444444709e-04,1.388888888888888942e-03,2.979093398001594895e-02
6.849315068493150738e-04,1.369863013698630148e-03,2.944656471223772512e-02
6.756756756756757132e-04,1.351351351351351426e-03,2.911130909593292668e-02
6.666666666666666444e-04,1.333333333333333289e-03,2.878464707582061022e-02
6.578947368421052483e-04,1.315789473684210497e-03,2.846389995303893680e-02
6.493506493506493501e-04,1.298701298701298700e-03,2.814916098690565388e-02
6.410256410256410251e-04,1.282051282051282050e-03,2.784417594781796873e-02
6.329113924050633029e-04,1.265822784810126606e-03,2.754469279859384639e-02
6.250000000000000130e-04,1.250000000000000026e-03,2.725043182746460929e-02
6.172839506172839380e-04,1.234567901234567876e-03,2.696327707253225528e-02
6.097560975609756092e-04,1.219512195121951218e-03,2.668300387363485571e-02
6.024096385542169205e-04,1.204819277108433841e-03,2.643821844965152032e-02
5.952380952380952918e-04,1.190476190476190584e-03,2.616915837994943095e-02
5.882352941176470073e-04,1.176470588235294015e-03,2.587360895325504714e-02
5.813953488372092943e-04,1.162790697674418589e-03,2.561500080398774332e-02
5.747126436781609116e-04,1.149425287356321823e-03,2.536079864444381118e-02
5.681818181818181542e-04,1.136363636363636308e-03,2.511223340073734031e-02
5.617977528089888135e-04,1.123595505617977627e-03,2.489847256697578365e-02
5.555555555555555551e-04,1.111111111111111110e-03,2.462935982104353175e-02
5.494505494505494501e-04,1.098901098901098900e-03,2.439502874837469817e-02
5.434782608695652240e-04,1.086956521739130448e-03,2.416469643679460336e-02
5.376344086021505372e-04,1.075268817204301074e-03,2.393908253188237190e-02
5.319148936170212854e-04,1.063829787234042571e-03,2.371762322996083874e-02
