5.000000000000000278e-02,1.000000000000000056e-01,1.866072284019545391e-01
2.500000000000000139e-02,5.000000000000000278e-02,1.529581814310178312e-01
1.666666666666666644e-02,3.333333333333333287e-02,1.274094061733603844e-01
1.250000000000000069e-02,2.500000000000000139e-02,1.086144326696377171e-01
1.000000000000000021e-02,2.000000000000000042e-02,9.473907127300248976e-02
8.333333333333333218e-03,1.666666666666666644e-02,8.499950915562407006e-02
7.142857142857142634e-03,1.428571428571428527e-02,7.691003870363119499e-02
6.250000000000000347e-03,1.250000000000000069e-02,7.019304557003518130e-02
5.555555555555555768e-03,1.111111111111111154e-02,6.486488909416943116e-02
5.000000000000000104e-03,1.000000000000000021e-02,6.015201683223549839e-02
4.545454545454545234e-03,9.090909090909090468e-03,5.600407062345857251e-02
4.166666666666666609e-03,8.333333333333333218e-03,5.253099197508236812e-02
3.846153846153846367e-03,7.692307692307692735e-03,4.945709185101784117e-02
3.571428571428571317e-03,7.142857142857142634e-03,4.669190030456144697e-02
3.333333333333333547e-03,6.666666666666667095e-03,4.428488611048810031e-02
3.125000000000000173e-03,6.250000000000000347e-03,4.207096543974955805e-02
2.941176470588235253e-03,5.882352941176470507e-03,4.004559743215502926e-02
2.777777777777777884e-03,5.555555555555555768e-03,3.827747014921484281e-02
2.631578947368420993e-03,5.263157894736841987e-03,3.663165081144251212e-02
2.500000000000000052e-03,5.000000000000000104e-03,3.510766483432928992e-02
2.380952380952381167e-03,4.761904761904762334e-03,3.453065328570625175e-02
2.272727272727272617e-03,4.545454545454545234e-03,3.243777664327553156e-02
2.173913043478260896e-03,4.347826086956521792e-03,3.124999530542782802e-02
2.083333333333333304e-03,4.166666666666666609e-03,3.015728063985468818e-02
2.000000000000000042e-03,4.000000000000000083e-03,2.912475902228493785e-02
1.923076923076923184e-03,3.846153846153846367e-03,2.815667751441839131e-02
1.851851851851851923e-03,3.703703703703703845e-03,2.726960384493579831e-02
1.785714285714285659e-03,3.571428571428571317e-03,2.642775053367890301e-02
1.724137931034482735e-03,3.448275862068965469e-03,2.563416777651600365e-02
